1521793617,31.2842825,121.49255054
1521793619,31.28429641,121.49256266
1521793620,31.28429641,121.49256266
1521793621,31.28431855,121.49255439
1521793622,31.28431855,121.49255439
1521793623,31.2843264,121.49255156
1521793624,31.2843264,121.49255156
1521793625,31.28432898,121.49255125
1521793626,31.28432898,121.49255125
1521793627,31.28431538,121.49256341
1521793628,31.28431538,121.49256341
1521793629,31.28433052,121.49256413
1521793630,31.28433052,121.49256413
1521793632,31.28433877,121.49256709
1521793633,31.28433877,121.49256709
1521793634,31.28434161,121.49256867
1521793635,31.28434161,121.49256867
1521793636,31.2843444,121.49256986
1521793637,31.2843444,121.49256986
1521793638,31.2843444,121.49256986
1521793639,31.2843484,121.49257266
1521793640,31.2843484,121.49257266
1521793641,31.2843533,121.4925751
1521793642,31.2843533,121.4925751
1521793643,31.28436164,121.49257937
1521793644,31.28436164,121.49257937
1521793646,31.28436222,121.49258152
1521793647,31.28436222,121.49258152
1521793648,31.28436426,121.49258594
1521793649,31.28436426,121.49258594
1521793650,31.28436561,121.49259074
1521793651,31.28436561,121.49259074
1521793652,31.28434635,121.49275265
1521793653,31.28434635,121.49275265
1521793654,31.28433586,121.49285798
1521793655,31.28433586,121.49285798
1521793656,31.28431412,121.49298873
1521793658,31.28431412,121.49298873
1521793659,31.28431022,121.49303176
1521793660,31.28431022,121.49303176
1521793661,31.28431388,121.49309176
1521793662,31.28431388,121.49309176
1521793663,31.28432394,121.49314722
1521793664,31.28432394,121.49314722
1521793665,31.28433647,121.49320964
1521793666,31.28433647,121.49320964
1521793667,31.28435513,121.49326179
1521793668,31.28435513,121.49326179
1521793669,31.28439468,121.49325913
1521793670,31.28439468,121.49325913
1521793672,31.28439685,121.49329273
1521793673,31.28439685,121.49329273
1521793674,31.28439685,121.49329273
1521793675,31.28439018,121.49332499
1521793676,31.28439018,121.49332499
1521793677,31.28439018,121.49332499
1521793678,31.28437069,121.49339143
1521793679,31.28437069,121.49339143
1521793680,31.28431877,121.49350729
1521793681,31.28431877,121.49350729
1521793682,31.28427968,121.49355047
