1523278660,31.28447408,121.21020346
1523278661,31.28447408,121.21020346
1523278662,31.28452962,121.21029177
1523278663,31.28452962,121.21029177
1523278664,31.28460657,121.21027848
1523278665,31.28460657,121.21027848
1523278666,31.28465577,121.21029117
1523278667,31.28465577,121.21029117
1523278668,31.28470888,121.21027972
1523278669,31.28470888,121.21027972
1523278671,31.2847782,121.21026863
1523278672,31.2847782,121.21026863
1523278673,31.28486491,121.21026512
1523278674,31.28486491,121.21026512
1523278675,31.28493891,121.21025612
1523278676,31.28493891,121.21025612
1523278677,31.28503378,121.21018509
1523278678,31.28503378,121.21018509
1523278679,31.28512445,121.2101417
1523278680,31.28512445,121.2101417
1523278681,31.28522925,121.21009991
1523278682,31.28522925,121.21009991
1523278683,31.28524741,121.21005604
1523278684,31.28524741,121.21005604
1523278685,31.28531556,121.21001243
1523278686,31.28531556,121.21001243
1523278687,31.28539551,121.20996852
1523278688,31.28539551,121.20996852
1523278690,31.28548284,121.20990783
1523278691,31.28548284,121.20990783
1523278692,31.28560262,121.20975956
1523278693,31.28560262,121.20975956
1523278694,31.28560262,121.20975956
1523278695,31.28562092,121.20965659
1523278696,31.28562092,121.20965659
1523278697,31.28572278,121.20955669
1523278698,31.28572278,121.20955669
1523278699,31.28579139,121.20954478
1523278700,31.28579139,121.20954478
1523278701,31.28584933,121.2094836
1523278702,31.28584933,121.2094836
1523278703,31.28591221,121.20941968
1523278705,31.28591221,121.20941968
1523278706,31.28597259,121.20937081
1523278707,31.28597259,121.20937081
1523278708,31.28605255,121.20942417
1523278709,31.28610141,121.20947443
1523278710,31.28610141,121.20947443
1523278711,31.28612019,121.20950889
1523278712,31.28612019,121.20950889
1523278713,31.28617649,121.20953884
1523278714,31.28617649,121.20953884
1523278715,31.28622933,121.20958026
1523278716,31.28622933,121.20958026
1523278717,31.28628198,121.20962716
1523278719,31.28628198,121.20962716
1523278720,31.28634062,121.20967445
1523278721,31.28634062,121.20967445
1523278722,31.28640398,121.20971349
1523278723,31.28640398,121.20971349
1523278724,31.28645822,121.20975926
