IMEI:862534033931242
IMSI:460016291512177
OSVersion:3.10.73-perf-g94fc9a6
apiLevel:5.1.1
model:Redmi Note 3
device:kenzo
product:kenzo
668
1515678024863,121.49537508,31.2828544,86.0,45.0,0.0,-67,true,-1,-1,5,88.0,4000.0,-22.15118408203125,9.27886962890625,27.0294189453125,0.678087055683136,-0.05628614500164986,0.5168472528457642,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,30,4,-53,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,21,4,-71,GSM
1515678027013,121.49537508,31.2828544,86.0,45.0,0.0,-67,true,-1,-1,5,88.0,4000.0,-43.80035400390625,9.8785400390625,36.32965087890625,1.496322751045227,-0.1734832376241684,0.04110123589634895,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,6,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,30,4,-53,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,21,4,-71,GSM
1515678029155,121.49617356,31.28319966,12.0,9.0,0.42107007,-67,true,-1,-1,5,88.0,4000.0,-47.0916748046875,-4.22210693359375,36.029052734375,1.70537269115448,-0.031138142570853233,0.15383964776992798,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,21,4,-71,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,21,4,-71,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678031040,121.49620139,31.28309098,7.0,9.0,0.66,-67,true,-1,-1,5,88.0,4000.0,-46.051025390625,15.5792236328125,42.02880859375,1.32915198802948,-0.06676110625267029,-0.25810059905052185,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,21,4,-71,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,21,4,-71,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678033183,121.49615052,31.28307269,5.0,9.0,0.71007043,-67,true,-1,-1,5,88.0,4000.0,-39.471435546875,11.37847900390625,34.8297119140625,1.490696907043457,-0.22937282919883728,-0.0011435505002737045,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,22,4,-69,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,30,4,-53,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678035341,121.49607273,31.28311516,2.0,10.0,0.6618913,-67,true,-1,-1,5,88.0,4000.0,-18.86138916015625,19.17877197265625,32.7301025390625,1.1283018589019775,-0.2676168978214264,-0.09333883225917816,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,22,4,-69,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,30,4,-53,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678037473,121.49607353,31.28309869,2.0,9.0,0.3138471,-67,true,-1,-1,5,88.0,4000.0,-19.2108154296875,18.878173828125,32.7301025390625,1.028297781944275,-0.1648799628019333,-0.10670648515224457,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,22,4,-69,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,30,4,-53,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678039516,121.49607962,31.28308898,2.0,9.0,0.24515301,-67,true,-1,-1,5,88.0,4000.0,-56.1004638671875,19.47784423828125,76.2298583984375,1.3978193998336792,0.1885901689529419,-1.0949838161468506,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,23,4,-67,GSM
1515678041642,121.49607000402543,31.28310881099011,2.429987907409668,9.972534,0.0,-51,true,-1,-1,5,88.0,4000.0,-347.59063720703125,62.3779296875,65.12908935546875,1.4993629455566406,-1.3815817832946777,-0.22425580024719238,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,18,4,-77,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,23,4,-67,GSM
1515678043807,121.49606636,31.2831179,2.0,8.0,0.0,-51,true,-1,-1,5,88.0,4000.0,-310.1806640625,101.97906494140625,33.32977294921875,1.0576647520065308,-1.4354448318481445,-0.5854052901268005,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,28,4,-57,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,18,4,-77,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678045943,121.49606538,31.28312021,2.0,8.0,0.0,-51,true,-1,-1,5,88.0,4000.0,-48.651123046875,-36.322021484375,87.9302978515625,2.155423402786255,-1.4669890403747559,-0.5096703171730042,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,18,4,-77,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678047824,121.496055,31.28312172,2.0,9.0,0.23,-51,true,-1,-1,5,88.0,4000.0,-50.04119873046875,-35.4217529296875,68.12896728515625,2.630478620529175,-1.4613852500915527,0.10253718495368958,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,18,4,-77,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,22,4,-69,GSM
1515678049966,121.496055,31.28312172,2.0,9.0,0.23,-51,true,-1,-1,5,88.0,4000.0,-49.00054931640625,-37.5213623046875,66.92962646484375,2.9450933933258057,-1.4495890140533447,0.42618441581726074,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,28,4,-57,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,18,4,-77,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,21,4,-71,GSM
1515678052138,121.49611711,31.28305997,19.0,13.0,0.0,-51,true,-1,-1,5,88.0,4000.0,-49.00054931640625,-36.92169189453125,66.3299560546875,2.9695956707000732,-1.4479695558547974,0.456138551235199,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,28,4,-57,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,17,4,-79,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,21,4,-71,GSM
1515678054227,121.49611711,31.28305997,19.0,13.0,0.0,-51,true,-1,-1,5,88.0,4000.0,-49.17144775390625,-35.7208251953125,64.83001708984375,2.8328442573547363,-1.4454199075698853,0.32572972774505615,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,28,4,-57,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,27,4,-59,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,17,4,-79,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,21,4,-71,GSM
1515678056312,121.496218,31.2829448,34.0,17.0,0.0,-51,true,-1,-1,5,88.0,4000.0,-49.86114501953125,-35.7208251953125,64.83001708984375,2.829183340072632,-1.4346450567245483,0.32767972350120544,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,29,4,-55,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,27,4,-59,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,17,4,-79,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,21,4,-71,GSM
1515678058401,121.49628115,31.28286013,43.0,13.0,0.0,-51,true,-1,-1,5,88.0,4000.0,-49.69024658203125,-36.322021484375,64.5294189453125,2.843998908996582,-1.4402722120285034,0.34396329522132874,-2,-2,6153,28020,0,2147483647,0.0,0.0,0,0,0,,7,460,0,6153,28020,0,2147483647,0.0,0.0,31,4,-51,GSM,460,0,6153,28033,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27903,0,2147483647,0.0,0.0,23,4,-67,GSM,460,0,6153,27902,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6153,28021,0,2147483647,0.0,0.0,21,4,-71,GSM,460,0,6153,28022,0,2147483647,0.0,0.0,17,4,-79,GSM,460,0,6153,27913,0,2147483647,0.0,0.0,21,4,-71,GSM
