1509525582,31.28837696,121.21366111,164316030,31.288351447,121.213726571,0.792699379146,6.84478359273
1509525583,31.28837696,121.21366111,164316030,31.288351447,121.213726571,0.792699379146,6.84478359273
1509525584,31.28837696,121.21366111,164316030,31.288351447,121.213726571,0.792699379146,6.84478359273
1509525585,31.28837696,121.21366111,164316030,31.288351447,121.213726571,0.792699379146,6.84478359273
1509525586,31.28824249,121.21383375,164316030,31.2882931215,121.21370384,0.803191820141,13.5837778793
1509525588,31.28824249,121.21383375,164316030,31.2882931215,121.21370384,0.803191820141,13.5837778793
1509525589,31.28824249,121.21383375,164316030,31.2882931215,121.21370384,0.803191820141,13.5837778793
1509525590,31.28824249,121.21383375,164316030,31.2882931215,121.21370384,0.803191820141,13.5837778793
1509525591,31.28824249,121.21383375,164316030,31.2882931215,121.21370384,0.803191820141,13.5837778793
1509525592,31.2883622,121.21373602,164316030,31.2883639789,121.213731456,0.790444947842,0.477255415772
1509525593,31.2883622,121.21373602,164316030,31.2883639789,121.213731456,0.790444947842,0.477255415772
1509525594,31.28858548,121.21377977,164316030,31.2885822344,121.213800059,0.751908986087,1.96505231826
1509525595,31.28858548,121.21377977,164316030,31.2885822344,121.213800059,0.751908986087,1.96505231826
1509525596,31.28862656,121.2137862,164316030,31.2886232924,121.213806627,0.744939591364,1.97840563175
1509525597,31.28862656,121.2137862,164316030,31.2886232924,121.213806627,0.744939591364,1.97840563175
1509525598,31.28869861,121.21380884,164316030,31.288697076,121.21381843,0.732415173435,0.928800585423
1509525599,31.28869861,121.21380884,164316030,31.288697076,121.21381843,0.732415173435,0.928800585423
1509525600,31.28879591,121.2138339,164316030,31.288796109,121.213828083,0.715704819254,0.554272671324
1509525602,31.28879591,121.2138339,164316030,31.288796109,121.213828083,0.715704819254,0.554272671324
1509525603,31.28886205,121.21385066,164316030,31.2888627443,121.213830363,0.704529247559,1.93412723623
1509525604,31.28886205,121.21385066,164316030,31.2888627443,121.213830363,0.704529247559,1.93412723623
1509525605,31.28897139,121.2138341,164316030,31.2889713897,121.21383411,0.686307903139,0.000929605530144
1509525606,31.28897139,121.2138341,164316030,31.2889713897,121.21383411,0.686307903139,0.000929605530144
1509525607,31.28904082,121.21383165,164316030,31.2890406503,121.213836522,0.674691786639,0.464276304721
1509525608,31.28904082,121.21383165,164316030,31.2890406503,121.213836522,0.674691786639,0.464276304721
1509525609,31.2891048,121.2137997,164316030,31.289108513,121.213829888,0.663243908455,2.90361618005
1509525610,31.2891048,121.2137997,164316030,31.289108513,121.213829888,0.663243908455,2.90361618005
1509525611,31.2891537,121.21376058,164316030,31.2891614242,121.21382338,0.654308397043,6.04043334
1509525612,31.2891537,121.21376058,164316030,31.2891614242,121.21382338,0.654308397043,6.04043334
1509525613,31.28918182,121.21370362,164316030,31.2891960267,121.213819123,0.648464817353,11.1098761317
1509525614,31.28918182,121.21370362,164316030,31.2891960267,121.213819123,0.648464817353,11.1098761317
1509525615,31.28917025,121.21364184,164316030,31.2891921147,121.213819605,0.649125465273,17.0985610291
1509525616,31.28917025,121.21364184,164316030,31.2891921147,121.213819605,0.649125465273,17.0985610291
1509525619,31.28914818,121.21358523,164316030,31.2891772328,121.213821435,0.651638688894,22.7197478409
1509525620,31.28914818,121.21358523,164316030,31.2891772328,121.213821435,0.651638688894,22.7197478409
1509525622,31.28913032,121.21356518,164316030,31.2891620683,121.2138233,0.654199626372,24.8276990193
1509525623,31.28913032,121.21356518,164316030,31.2891620683,121.2138233,0.654199626372,24.8276990193
1509525624,31.28912665,121.2135645,164316030,31.2891585354,121.213823735,0.654796255811,24.9349038427
1509525625,31.28912665,121.2135645,164316030,31.2891585354,121.213823735,0.654796255811,24.9349038427
1509525626,31.28912812,121.21356506,164316030,31.2891599156,121.213823565,0.654563164382,24.8647097276
1509525627,31.28912812,121.21356506,164316030,31.2891599156,121.213823565,0.654563164382,24.8647097276
1509525628,31.28912223,121.21357675,164316030,31.289152697,121.213824453,0.655782229945,23.825692685
1509525629,31.28912223,121.21357675,164316030,31.289152697,121.213824453,0.655782229945,23.825692685
1509525630,31.2891281,121.21358287,164316030,31.289157738,121.213823833,0.654930920557,23.1773909833
1509525631,31.2891281,121.21358287,164316030,31.289157738,121.213823833,0.654930920557,23.1773909833
1509525632,31.28912925,121.21358389,164316030,31.2891587473,121.213823709,0.654760477079,23.0673399849
1509525633,31.28912925,121.21358389,164316030,31.2891587473,121.213823709,0.654760477079,23.0673399849
Time_cost 0.0590751171112
