1509940473,31.28516025,121.21281728
1509940474,31.28516025,121.21281728
1509940475,31.28516025,121.21281728
1509940476,31.28516025,121.21281728
1509940477,31.28516025,121.21281728
1509940478,31.28539943,121.21310363
1509940479,31.28539943,121.21310363
1509940480,31.28539943,121.21310363
1509940481,31.28551167,121.21318974
1509940482,31.28551167,121.21318974
1509940483,31.28551167,121.21318974
1509940484,31.28551167,121.21318974
1509940485,31.28566145,121.21328343
1509940487,31.28566145,121.21328343
1509940488,31.28566145,121.21328343
1509940489,31.28579223,121.21339927
1509940490,31.28579223,121.21339927
1509940491,31.28579223,121.21339927
1509940492,31.2858879,121.21348021
1509940493,31.2858879,121.21348021
1509940494,31.2858879,121.21348021
1509940495,31.28596612,121.21355214
1509940496,31.28596612,121.21355214
1509940497,31.28596612,121.21355214
1509940498,31.2860754,121.21361666
1509940499,31.2860754,121.21361666
1509940500,31.2860754,121.21361666
1509940501,31.28617816,121.21370836
1509940502,31.28617816,121.21370836
1509940503,31.28617816,121.21370836
1509940505,31.28626635,121.21379752
1509940506,31.28626635,121.21379752
1509940507,31.28636182,121.2138729
1509940508,31.28636182,121.2138729
1509940509,31.28644651,121.21393473
1509940510,31.28644651,121.21393473
1509940511,31.28652705,121.21397277
1509940512,31.28652705,121.21397277
1509940513,31.28652705,121.21397277
1509940514,31.28664289,121.21403358
1509940515,31.28664289,121.21403358
1509940516,31.28664289,121.21403358
1509940517,31.28673285,121.21411568
1509940518,31.28673285,121.21411568
1509940519,31.28673285,121.21411568
1509940520,31.28677488,121.21421581
1509940521,31.28677488,121.21421581
1509940522,31.28677488,121.21421581
1509940523,31.28670153,121.21426215
1509940525,31.28670153,121.21426215
1509940527,31.28669895,121.21413622
1509940528,31.28669895,121.21413622
1509940529,31.28669895,121.21413622
1509940530,31.28669895,121.21413622
1509940531,31.28680259,121.21393055
1509940532,31.28680259,121.21393055
1509940533,31.28680259,121.21393055
1509940534,31.28680259,121.21393055
1509940535,31.28691563,121.21375969
1509940536,31.28691563,121.21375969
1509940537,31.28691563,121.21375969
1509940538,31.28691563,121.21375969
1509940539,31.28691563,121.21375969
