IMEI:862305032242349
IMSI:460011670515939
OSVersion:3.10.73-perf-g94fc9a6
apiLevel:5.1.1
model:Redmi Note 3
device:kenzo
product:kenzo
865
1509524522943,121.21337647,31.29232289,16.0,10.0,0.6902898,-61,true,-1,-1,5,37.0,4000.0,-25.1129150390625,-8.10546875,-36.2152099609375,1.2913129329681396,-0.45582202076911926,0.06705538928508759,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,11,3,-91,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,13,4,-87,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524523986,121.21337647,31.29232289,16.0,10.0,0.6902898,-61,true,-1,-1,5,37.0,4000.0,-10.05401611328125,-25.8056640625,-32.916259765625,2.262586832046509,-0.28355008363723755,0.3450818657875061,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,11,3,-91,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,13,4,-87,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524525176,121.21337647,31.29232289,16.0,10.0,0.6902898,-61,true,-1,-1,5,37.0,4000.0,120.88623046875,-34.20562744140625,-418.7164306640625,1.6762136220932007,0.45655128359794617,1.7723227739334106,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,10,3,-93,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,13,4,-87,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524526113,121.21074947,31.28860084,-73.0,16.0,6.592799,-61,true,-1,-1,5,37.0,4000.0,139.93682861328125,-25.50506591796875,37.28485107421875,2.603175401687622,-0.035871852189302444,1.9150638580322266,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,10,3,-93,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,20,4,-73,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,13,4,-87,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524527191,121.21074947,31.28860084,-73.0,16.0,6.592799,-61,true,-1,-1,5,37.0,4000.0,140.62652587890625,-25.8056640625,35.48431396484375,2.523397445678711,-0.03399882838129997,1.9205660820007324,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,11,3,-91,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,13,4,-87,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524528526,121.21074947,31.28860084,-73.0,16.0,6.592799,-61,true,-1,-1,5,37.0,4000.0,140.62652587890625,-26.104736328125,36.68365478515625,2.5461039543151855,-0.03229456767439842,1.9260036945343018,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,24,4,-65,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,11,3,-91,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,13,4,-87,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524529328,121.21074947,31.28860084,-73.0,16.0,6.592799,-61,true,-1,-1,5,37.0,4000.0,140.7958984375,-24.9053955078125,39.38446044921875,2.586097002029419,-0.036779697984457016,1.9265663623809814,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524530417,121.21106868,31.28869824,17.0,19.0,0.6888396,-61,true,-1,-1,5,37.0,4000.0,146.685791015625,-27.9052734375,20.184326171875,2.9519875049591064,-0.040024932473897934,1.7360068559646606,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,25,4,-63,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524531481,121.21106868,31.28869824,17.0,19.0,0.6888396,-61,true,-1,-1,5,37.0,4000.0,145.1263427734375,-27.30560302734375,27.68402099609375,2.8027451038360596,-0.0330117903649807,1.8128013610839844,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
1509524532550,121.21106868,31.28869824,17.0,19.0,0.6888396,-61,true,-1,-1,5,37.0,4000.0,141.1468505859375,-29.705810546875,27.984619140625,2.7706475257873535,-0.0405123308300972,1.8310785293579102,-2,-2,6188,27394,0,2147483647,0.0,0.0,0,0,0,,5,460,0,6188,27394,0,2147483647,0.0,0.0,26,4,-61,GSM,460,0,6188,27395,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,27393,0,2147483647,0.0,0.0,19,4,-75,GSM,460,0,6182,41514,0,2147483647,0.0,0.0,12,4,-89,GSM,460,0,6188,41094,0,2147483647,0.0,0.0,9,3,-95,GSM
